place_verse_id,reference_id,place_label_id,place_id,place_label,place_label_count,place_verse_sequence,place_verse_notes
GEN 31:50__NA,GEN 31:50,NA,NA,NA,,1059,
GEN 31:51__NA,GEN 31:51,NA,NA,NA,,1060,
GEN 31:52__NA,GEN 31:52,NA,NA,NA,,1061,
GEN 31:53__NA,GEN 31:53,NA,NA,NA,,1062,
GEN 31:54__NA,GEN 31:54,NA,NA,NA,,1063,
GEN 31:55__NA,GEN 31:55,NA,NA,NA,,1064,
GEN 32:1__NA,GEN 32:1,NA,NA,NA,,1065,
GEN 32:2__Mahanaim_1_1,GEN 32:2,Mahanaim_1_1,Mahanaim_1,Mahanaim,1,1066,
GEN 32:3__Mount Seir_1_1,GEN 32:3,Mount Seir_1_1,Mount Seir_1,Mount Seir,1,1067,the land of Seir
GEN 32:3__Edom_1_1,GEN 32:3,Edom_1_1,Edom_1,Edom,1,1068,
GEN 32:4__NA,GEN 32:4,NA,NA,NA,,1069,
GEN 32:5__NA,GEN 32:5,NA,NA,NA,,1070,
GEN 32:6__NA,GEN 32:6,NA,NA,NA,,1071,
GEN 32:7__NA,GEN 32:7,NA,NA,NA,,1072,
GEN 32:8__NA,GEN 32:8,NA,NA,NA,,1073,
GEN 32:9__NA,GEN 32:9,NA,NA,NA,,1074,
GEN 32:10__Jordan_1_1,GEN 32:10,Jordan_1_1,Jordan_1,Jordan,1,1075,
GEN 32:11__NA,GEN 32:11,NA,NA,NA,,1076,
GEN 32:12__waters_1_2,GEN 32:12,waters_1_2,waters_1,sea,1,1077,
GEN 32:13__NA,GEN 32:13,NA,NA,NA,,1078,
GEN 32:14__NA,GEN 32:14,NA,NA,NA,,1079,
GEN 32:15__NA,GEN 32:15,NA,NA,NA,,1080,
GEN 32:16__NA,GEN 32:16,NA,NA,NA,,1081,
GEN 32:17__NA,GEN 32:17,NA,NA,NA,,1082,
GEN 32:18__NA,GEN 32:18,NA,NA,NA,,1083,
GEN 32:19__NA,GEN 32:19,NA,NA,NA,,1084,
GEN 32:20__NA,GEN 32:20,NA,NA,NA,,1085,
GEN 32:21__NA,GEN 32:21,NA,NA,NA,,1086,
GEN 32:22__Jabbok_1_1,GEN 32:22,Jabbok_1_1,Jabbok_1,Jabbok,1,1087,
GEN 32:23__NA,GEN 32:23,NA,NA,NA,,1088,
GEN 32:24__NA,GEN 32:24,NA,NA,NA,,1089,
GEN 32:25__NA,GEN 32:25,NA,NA,NA,,1090,
GEN 32:26__NA,GEN 32:26,NA,NA,NA,,1091,
GEN 32:27__NA,GEN 32:27,NA,NA,NA,,1092,
GEN 32:28__NA,GEN 32:28,NA,NA,NA,,1093,
GEN 32:29__NA,GEN 32:29,NA,NA,NA,,1094,
GEN 32:30__Peniel_1_1,GEN 32:30,Peniel_1_1,Peniel_1,Peniel,1,1095,
GEN 32:31__Peniel_1_2,GEN 32:31,Peniel_1_2,Peniel_1,Penuel,1,1096,
GEN 32:32__NA,GEN 32:32,NA,NA,NA,,1097,
GEN 33:1__NA,GEN 33:1,NA,NA,NA,,1098,
GEN 33:2__NA,GEN 33:2,NA,NA,NA,,1099,
GEN 33:3__NA,GEN 33:3,NA,NA,NA,,1100,
GEN 33:4__NA,GEN 33:4,NA,NA,NA,,1101,
GEN 33:5__NA,GEN 33:5,NA,NA,NA,,1102,
GEN 33:6__NA,GEN 33:6,NA,NA,NA,,1103,
GEN 33:7__NA,GEN 33:7,NA,NA,NA,,1104,
GEN 33:8__NA,GEN 33:8,NA,NA,NA,,1105,
GEN 33:9__NA,GEN 33:9,NA,NA,NA,,1106,
GEN 33:10__NA,GEN 33:10,NA,NA,NA,,1107,
GEN 33:11__NA,GEN 33:11,NA,NA,NA,,1108,
GEN 33:12__NA,GEN 33:12,NA,NA,NA,,1109,
GEN 33:13__NA,GEN 33:13,NA,NA,NA,,1110,
GEN 33:14__Mount Seir_1_1,GEN 33:14,Mount Seir_1_1,Mount Seir_1,Mount Seir,1,1111,Seir
GEN 33:15__NA,GEN 33:15,NA,NA,NA,,1112,
GEN 33:16__Mount Seir_1_1,GEN 33:16,Mount Seir_1_1,Mount Seir_1,Mount Seir,1,1113,Seir
GEN 33:17__Succoth_1_1,GEN 33:17,Succoth_1_1,Succoth_1,Succoth,1,1114,
GEN 33:18__Shechem_1_1,GEN 33:18,Shechem_1_1,Shechem_1,Shechem,1,1115,
GEN 33:18__Canaan_1_1,GEN 33:18,Canaan_1_1,Canaan_1,Canaan,1,1116,the land of Canaan
GEN 33:18__Paddan-aram_1_1,GEN 33:18,Paddan-aram_1_1,Paddan-aram_1,Paddan-aram,1,1117,
GEN 33:19__NA,GEN 33:19,NA,NA,NA,,1118,Shechem here is the person rather than the location
GEN 33:20__NA,GEN 33:20,NA,NA,NA,,1119,
GEN 34:1__NA,GEN 34:1,NA,NA,NA,,1120,
GEN 34:2__NA,GEN 34:2,NA,NA,NA,,1121,
GEN 34:3__NA,GEN 34:3,NA,NA,NA,,1122,
GEN 34:4__NA,GEN 34:4,NA,NA,NA,,1123,
GEN 34:5__NA,GEN 34:5,NA,NA,NA,,1124,
GEN 34:6__NA,GEN 34:6,NA,NA,NA,,1125,
GEN 34:7__NA,GEN 34:7,NA,NA,NA,,1126,
GEN 34:8__NA,GEN 34:8,NA,NA,NA,,1127,
GEN 34:9__NA,GEN 34:9,NA,NA,NA,,1128,
GEN 34:10__NA,GEN 34:10,NA,NA,NA,,1129,
GEN 34:11__NA,GEN 34:11,NA,NA,NA,,1130,
GEN 34:12__NA,GEN 34:12,NA,NA,NA,,1131,
GEN 34:13__NA,GEN 34:13,NA,NA,NA,,1132,
GEN 34:14__NA,GEN 34:14,NA,NA,NA,,1133,
GEN 34:15__NA,GEN 34:15,NA,NA,NA,,1134,
GEN 34:16__NA,GEN 34:16,NA,NA,NA,,1135,
GEN 34:17__NA,GEN 34:17,NA,NA,NA,,1136,
GEN 34:18__NA,GEN 34:18,NA,NA,NA,,1137,
GEN 34:19__NA,GEN 34:19,NA,NA,NA,,1138,
GEN 34:20__NA,GEN 34:20,NA,NA,NA,,1139,
GEN 34:21__NA,GEN 34:21,NA,NA,NA,,1140,
GEN 34:22__NA,GEN 34:22,NA,NA,NA,,1141,
GEN 34:23__NA,GEN 34:23,NA,NA,NA,,1142,
GEN 34:24__NA,GEN 34:24,NA,NA,NA,,1143,
GEN 34:25__NA,GEN 34:25,NA,NA,NA,,1144,
GEN 34:26__NA,GEN 34:26,NA,NA,NA,,1145,
GEN 34:27__NA,GEN 34:27,NA,NA,NA,,1146,
GEN 34:28__NA,GEN 34:28,NA,NA,NA,,1147,
GEN 34:29__NA,GEN 34:29,NA,NA,NA,,1148,
GEN 34:30__NA,GEN 34:30,NA,NA,NA,,1149,
GEN 34:31__NA,GEN 34:31,NA,NA,NA,,1150,
GEN 35:1__Bethel_1_1,GEN 35:1,Bethel_1_1,Bethel_1,Bethel,1,1151,
GEN 35:2__NA,GEN 35:2,NA,NA,NA,,1152,
GEN 35:3__Bethel_1_1,GEN 35:3,Bethel_1_1,Bethel_1,Bethel,1,1153,
GEN 35:4__Shechem_1_1,GEN 35:4,Shechem_1_1,Shechem_1,Shechem,1,1154,
GEN 35:5__NA,GEN 35:5,NA,NA,NA,,1155,
GEN 35:6__Bethel_1_2,GEN 35:6,Bethel_1_2,Bethel_1,Luz,1,1156,
GEN 35:6__Bethel_1_1,GEN 35:6,Bethel_1_1,Bethel_1,Bethel,1,1157,
GEN 35:6__Canaan_1_1,GEN 35:6,Canaan_1_1,Canaan_1,Canaan,1,1158,the land of Canaan
GEN 35:7__El-bethel_1_1,GEN 35:7,El-bethel_1_1,El-bethel_1,El-bethel,1,1159,
GEN 35:8__Bethel_1_1,GEN 35:8,Bethel_1_1,Bethel_1,Bethel,1,1160,
GEN 35:8__Allon-bacuth_1_1,GEN 35:8,Allon-bacuth_1_1,Allon-bacuth_1,Allon-bacuth,1,1161,
GEN 35:9__Paddan-aram_1_1,GEN 35:9,Paddan-aram_1_1,Paddan-aram_1,Paddan-aram,1,1162,
GEN 35:10__NA,GEN 35:10,NA,NA,NA,,1163,
GEN 35:11__NA,GEN 35:11,NA,NA,NA,,1164,
GEN 35:12__NA,GEN 35:12,NA,NA,NA,,1165,
GEN 35:13__NA,GEN 35:13,NA,NA,NA,,1166,
GEN 35:14__NA,GEN 35:14,NA,NA,NA,,1167,
GEN 35:15__Bethel_1_1,GEN 35:15,Bethel_1_1,Bethel_1,Bethel,1,1168,
GEN 35:16__Bethel_1_1,GEN 35:16,Bethel_1_1,Bethel_1,Bethel,1,1169,
GEN 35:16__Bethlehem_1_1,GEN 35:16,Bethlehem_1_1,Bethlehem_1,Ephrath,1,1170,
GEN 35:17__NA,GEN 35:17,NA,NA,NA,,1171,
GEN 35:18__NA,GEN 35:18,NA,NA,NA,,1172,
GEN 35:19__Bethlehem_1_1,GEN 35:19,Bethlehem_1_1,Bethlehem_1,Ephrath,1,1173,
GEN 35:19__Bethlehem_1_2,GEN 35:19,Bethlehem_1_2,Bethlehem_1,Bethlehem,1,1174,
GEN 35:20__NA,GEN 35:20,NA,NA,NA,,1175,
GEN 35:21__Migdal Eder_1_1,GEN 35:21,Migdal Eder_1_1,Migdal Eder_1,Migdal Eder,1,1176,NASB translates migdal into tower
GEN 35:22__NA,GEN 35:22,NA,NA,NA,,1177,
GEN 35:23__NA,GEN 35:23,NA,NA,NA,,1178,
GEN 35:24__NA,GEN 35:24,NA,NA,NA,,1179,
GEN 35:25__NA,GEN 35:25,NA,NA,NA,,1180,
GEN 35:26__Paddan-aram_1_1,GEN 35:26,Paddan-aram_1_1,Paddan-aram_1,Paddan-aram,1,1181,
GEN 35:27__Hebron_1_2,GEN 35:27,Hebron_1_2,Hebron_1,Kiriath-arba,1,1182,
GEN 35:27__Hebron_1_1,GEN 35:27,Hebron_1_1,Hebron_1,Hebron,1,1183,
GEN 35:28__NA,GEN 35:28,NA,NA,NA,,1184,
GEN 35:29__NA,GEN 35:29,NA,NA,NA,,1185,
GEN 36:1__NA,GEN 36:1,NA,NA,NA,,1186,
GEN 36:2__NA,GEN 36:2,NA,NA,NA,,1187,Canaan here is the individual rather than the location
GEN 36:3__NA,GEN 36:3,NA,NA,NA,,1188,
GEN 36:4__NA,GEN 36:4,NA,NA,NA,,1189,
GEN 36:5__Canaan_1_1,GEN 36:5,Canaan_1_1,Canaan_1,Canaan,1,1190,the land of Canaan
GEN 36:6__Canaan_1_1,GEN 36:6,Canaan_1_1,Canaan_1,Canaan,1,1191,the land of Canaan
GEN 36:7__NA,GEN 36:7,NA,NA,NA,,1192,
GEN 36:8__Mount Seir_1_1,GEN 36:8,Mount Seir_1_1,Mount Seir_1,Mount Seir,1,1193,the hill country of Seir
GEN 36:9__Mount Seir_1_1,GEN 36:9,Mount Seir_1_1,Mount Seir_1,Mount Seir,1,1194,the hill country of Seir
GEN 36:10__NA,GEN 36:10,NA,NA,NA,,1195,
GEN 36:11__NA,GEN 36:11,NA,NA,NA,,1196,
GEN 36:12__NA,GEN 36:12,NA,NA,NA,,1197,
GEN 36:13__NA,GEN 36:13,NA,NA,NA,,1198,
GEN 36:14__NA,GEN 36:14,NA,NA,NA,,1199,
GEN 36:15__NA,GEN 36:15,NA,NA,NA,,1200,
GEN 36:16__Edom_1_1,GEN 36:16,Edom_1_1,Edom_1,Edom,1,1201,the land of Edom
GEN 36:17__Edom_1_1,GEN 36:17,Edom_1_1,Edom_1,Edom,1,1202,the land of Edom
GEN 36:18__NA,GEN 36:18,NA,NA,NA,,1203,
GEN 36:19__NA,GEN 36:19,NA,NA,NA,,1204,
GEN 36:20__NA,GEN 36:20,NA,NA,NA,,1205,
GEN 36:21__Edom_1_1,GEN 36:21,Edom_1_1,Edom_1,Edom,1,1206,the land of Edom
GEN 36:22__NA,GEN 36:22,NA,NA,NA,,1207,
GEN 36:23__NA,GEN 36:23,NA,NA,NA,,1208,
GEN 36:24__NA,GEN 36:24,NA,NA,NA,,1209,
GEN 36:25__NA,GEN 36:25,NA,NA,NA,,1210,
GEN 36:26__NA,GEN 36:26,NA,NA,NA,,1211,
GEN 36:27__NA,GEN 36:27,NA,NA,NA,,1212,
GEN 36:28__NA,GEN 36:28,NA,NA,NA,,1213,
GEN 36:29__NA,GEN 36:29,NA,NA,NA,,1214,
GEN 36:30__Mount Seir_1_1,GEN 36:30,Mount Seir_1_1,Mount Seir_1,Mount Seir,1,1215,the land of Seir
GEN 36:31__Edom_1_1,GEN 36:31,Edom_1_1,Edom_1,Edom,1,1216,the land of Edom
GEN 36:32__Edom_1_1,GEN 36:32,Edom_1_1,Edom_1,Edom,1,1217,
GEN 36:32__Dinhabah_1_1,GEN 36:32,Dinhabah_1_1,Dinhabah_1,Dinhabah,1,1218,
GEN 36:33__Bozrah_1_1,GEN 36:33,Bozrah_1_1,Bozrah_1,Bozrah,1,1219,
GEN 36:34__NA,GEN 36:34,NA,NA,NA,,1220,
GEN 36:35__Moab_1_1,GEN 36:35,Moab_1_1,Moab_1,Moab,1,1221,field of Moab
GEN 36:35__Avith_1_1,GEN 36:35,Avith_1_1,Avith_1,Avith,1,1222,
GEN 36:36__Masrekah_1_1,GEN 36:36,Masrekah_1_1,Masrekah_1,Masrekah,1,1223,
GEN 36:37__Rehoboth_2_1,GEN 36:37,Rehoboth_2_1,Rehoboth_2,Rehoboth,1,1224,"NASB adds the word ""Euphrates"""
GEN 36:38__NA,GEN 36:38,NA,NA,NA,,1225,
GEN 36:39__Pau_1_1,GEN 36:39,Pau_1_1,Pau_1,Pau,1,1226,
GEN 36:40__NA,GEN 36:40,NA,NA,NA,,1227,
GEN 36:41__NA,GEN 36:41,NA,NA,NA,,1228,
GEN 36:42__NA,GEN 36:42,NA,NA,NA,,1229,
GEN 36:43__NA,GEN 36:43,NA,NA,NA,,1230,Edom here is the individual rather than the location
GEN 37:1__Canaan_1_1,GEN 37:1,Canaan_1_1,Canaan_1,Canaan,1,1231,the land of Canaan
GEN 37:2__NA,GEN 37:2,NA,NA,NA,,1232,
GEN 37:3__NA,GEN 37:3,NA,NA,NA,,1233,
GEN 37:4__NA,GEN 37:4,NA,NA,NA,,1234,
GEN 37:5__NA,GEN 37:5,NA,NA,NA,,1235,
GEN 37:6__NA,GEN 37:6,NA,NA,NA,,1236,
GEN 37:7__NA,GEN 37:7,NA,NA,NA,,1237,
GEN 37:8__NA,GEN 37:8,NA,NA,NA,,1238,
GEN 37:9__NA,GEN 37:9,NA,NA,NA,,1239,
GEN 37:10__NA,GEN 37:10,NA,NA,NA,,1240,
GEN 37:11__NA,GEN 37:11,NA,NA,NA,,1241,
GEN 37:12__Shechem_1_1,GEN 37:12,Shechem_1_1,Shechem_1,Shechem,1,1242,
GEN 37:13__Shechem_1_1,GEN 37:13,Shechem_1_1,Shechem_1,Shechem,1,1243,
GEN 37:14__Valley of Hebron_1_1,GEN 37:14,Valley of Hebron_1_1,Valley of Hebron_1,Valley of Hebron,1,1244,
GEN 37:14__Shechem_1_1,GEN 37:14,Shechem_1_1,Shechem_1,Shechem,1,1245,
GEN 37:15__NA,GEN 37:15,NA,NA,NA,,1246,
GEN 37:16__NA,GEN 37:16,NA,NA,NA,,1247,
GEN 37:17__Dothan_1_1,GEN 37:17,Dothan_1_1,Dothan_1,Dothan,2,1248,
GEN 37:18__NA,GEN 37:18,NA,NA,NA,,1249,
GEN 37:19__NA,GEN 37:19,NA,NA,NA,,1250,
GEN 37:20__NA,GEN 37:20,NA,NA,NA,,1251,
GEN 37:21__NA,GEN 37:21,NA,NA,NA,,1252,
GEN 37:22__NA,GEN 37:22,NA,NA,NA,,1253,
GEN 37:23__NA,GEN 37:23,NA,NA,NA,,1254,
GEN 37:24__NA,GEN 37:24,NA,NA,NA,,1255,
GEN 37:25__Gilead_1_1,GEN 37:25,Gilead_1_1,Gilead_1,Gilead,1,1256,
GEN 37:25__Egypt_1_1,GEN 37:25,Egypt_1_1,Egypt_1,Egypt,1,1257,
GEN 37:26__NA,GEN 37:26,NA,NA,NA,,1258,
GEN 37:27__NA,GEN 37:27,NA,NA,NA,,1259,
GEN 37:28__Egypt_1_1,GEN 37:28,Egypt_1_1,Egypt_1,Egypt,1,1260,
GEN 37:29__NA,GEN 37:29,NA,NA,NA,,1261,
GEN 37:30__NA,GEN 37:30,NA,NA,NA,,1262,
GEN 37:31__NA,GEN 37:31,NA,NA,NA,,1263,
GEN 37:32__NA,GEN 37:32,NA,NA,NA,,1264,
GEN 37:33__NA,GEN 37:33,NA,NA,NA,,1265,
GEN 37:34__NA,GEN 37:34,NA,NA,NA,,1266,
GEN 37:35__NA,GEN 37:35,NA,NA,NA,,1267,
GEN 37:36__Egypt_1_1,GEN 37:36,Egypt_1_1,Egypt_1,Egypt,1,1268,
GEN 38:1__NA,GEN 38:1,NA,NA,NA,,1269,
GEN 38:2__NA,GEN 38:2,NA,NA,NA,,1270,
GEN 38:3__NA,GEN 38:3,NA,NA,NA,,1271,
GEN 38:4__NA,GEN 38:4,NA,NA,NA,,1272,
GEN 38:5__Chezib_1_1,GEN 38:5,Chezib_1_1,Chezib_1,Chezib,1,1273,
GEN 38:6__NA,GEN 38:6,NA,NA,NA,,1274,
GEN 38:7__NA,GEN 38:7,NA,NA,NA,,1275,
GEN 38:8__NA,GEN 38:8,NA,NA,NA,,1276,
GEN 38:9__NA,GEN 38:9,NA,NA,NA,,1277,
GEN 38:10__NA,GEN 38:10,NA,NA,NA,,1278,
GEN 38:11__NA,GEN 38:11,NA,NA,NA,,1279,
GEN 38:12__Timnah_1_1,GEN 38:12,Timnah_1_1,Timnah_1,Timnah,1,1280,
GEN 38:13__Timnah_1_1,GEN 38:13,Timnah_1_1,Timnah_1,Timnah,1,1281,
GEN 38:14__Enaim_1_1,GEN 38:14,Enaim_1_1,Enaim_1,Enaim,1,1282,
GEN 38:14__Timnah_1_1,GEN 38:14,Timnah_1_1,Timnah_1,Timnah,1,1283,
GEN 38:15__NA,GEN 38:15,NA,NA,NA,,1284,
GEN 38:16__NA,GEN 38:16,NA,NA,NA,,1285,
GEN 38:17__NA,GEN 38:17,NA,NA,NA,,1286,
GEN 38:18__NA,GEN 38:18,NA,NA,NA,,1287,
GEN 38:19__Enaim_1_1,GEN 38:19,Enaim_1_1,Enaim_1,Enaim,1,1288,
GEN 38:20__NA,GEN 38:20,NA,NA,NA,,1289,
GEN 38:21__NA,GEN 38:21,NA,NA,NA,,1290,
GEN 38:22__NA,GEN 38:22,NA,NA,NA,,1291,
GEN 38:23__NA,GEN 38:23,NA,NA,NA,,1292,
GEN 38:24__NA,GEN 38:24,NA,NA,NA,,1293,
GEN 38:25__NA,GEN 38:25,NA,NA,NA,,1294,
GEN 38:26__NA,GEN 38:26,NA,NA,NA,,1295,
GEN 38:27__NA,GEN 38:27,NA,NA,NA,,1296,
GEN 38:28__NA,GEN 38:28,NA,NA,NA,,1297,
GEN 38:29__NA,GEN 38:29,NA,NA,NA,,1298,
GEN 38:30__NA,GEN 38:30,NA,NA,NA,,1299,
GEN 39:1__Egypt_1_1,GEN 39:1,Egypt_1_1,Egypt_1,Egypt,1,1300,
GEN 39:2__NA,GEN 39:2,NA,NA,NA,,1301,
GEN 39:3__NA,GEN 39:3,NA,NA,NA,,1302,
GEN 39:4__NA,GEN 39:4,NA,NA,NA,,1303,
GEN 39:5__NA,GEN 39:5,NA,NA,NA,,1304,
GEN 39:6__NA,GEN 39:6,NA,NA,NA,,1305,
GEN 39:7__NA,GEN 39:7,NA,NA,NA,,1306,
GEN 39:8__NA,GEN 39:8,NA,NA,NA,,1307,
GEN 39:9__NA,GEN 39:9,NA,NA,NA,,1308,
GEN 39:10__NA,GEN 39:10,NA,NA,NA,,1309,
GEN 39:11__NA,GEN 39:11,NA,NA,NA,,1310,
GEN 39:12__NA,GEN 39:12,NA,NA,NA,,1311,
GEN 39:13__NA,GEN 39:13,NA,NA,NA,,1312,
GEN 39:14__NA,GEN 39:14,NA,NA,NA,,1313,
GEN 39:15__NA,GEN 39:15,NA,NA,NA,,1314,
GEN 39:16__NA,GEN 39:16,NA,NA,NA,,1315,
GEN 39:17__NA,GEN 39:17,NA,NA,NA,,1316,
GEN 39:18__NA,GEN 39:18,NA,NA,NA,,1317,
GEN 39:19__NA,GEN 39:19,NA,NA,NA,,1318,
GEN 39:20__NA,GEN 39:20,NA,NA,NA,,1319,
GEN 39:21__NA,GEN 39:21,NA,NA,NA,,1320,
GEN 39:22__NA,GEN 39:22,NA,NA,NA,,1321,
GEN 39:23__NA,GEN 39:23,NA,NA,NA,,1322,
GEN 40:1__Egypt_1_1,GEN 40:1,Egypt_1_1,Egypt_1,Egypt,2,1323,
GEN 40:2__NA,GEN 40:2,NA,NA,NA,,1324,
GEN 40:3__NA,GEN 40:3,NA,NA,NA,,1325,
GEN 40:4__NA,GEN 40:4,NA,NA,NA,,1326,
GEN 40:5__Egypt_1_1,GEN 40:5,Egypt_1_1,Egypt_1,Egypt,1,1327,
GEN 40:6__NA,GEN 40:6,NA,NA,NA,,1328,
GEN 40:7__NA,GEN 40:7,NA,NA,NA,,1329,
GEN 40:8__NA,GEN 40:8,NA,NA,NA,,1330,
GEN 40:9__NA,GEN 40:9,NA,NA,NA,,1331,
GEN 40:10__NA,GEN 40:10,NA,NA,NA,,1332,
GEN 40:11__NA,GEN 40:11,NA,NA,NA,,1333,
GEN 40:12__NA,GEN 40:12,NA,NA,NA,,1334,
GEN 40:13__NA,GEN 40:13,NA,NA,NA,,1335,
GEN 40:14__NA,GEN 40:14,NA,NA,NA,,1336,
GEN 40:15__NA,GEN 40:15,NA,NA,NA,,1337,
GEN 40:16__NA,GEN 40:16,NA,NA,NA,,1338,
GEN 40:17__NA,GEN 40:17,NA,NA,NA,,1339,
GEN 40:18__NA,GEN 40:18,NA,NA,NA,,1340,
GEN 40:19__NA,GEN 40:19,NA,NA,NA,,1341,
GEN 40:20__NA,GEN 40:20,NA,NA,NA,,1342,
GEN 40:21__NA,GEN 40:21,NA,NA,NA,,1343,
GEN 40:22__NA,GEN 40:22,NA,NA,NA,,1344,
GEN 40:23__NA,GEN 40:23,NA,NA,NA,,1345,
GEN 41:1__Nile_1_2,GEN 41:1,Nile_1_2,Nile_1,Nile,1,1346,
GEN 41:2__Nile_1_2,GEN 41:2,Nile_1_2,Nile_1,Nile,1,1347,
GEN 41:3__Nile_1_2,GEN 41:3,Nile_1_2,Nile_1,Nile,1,1348,
GEN 41:4__NA,GEN 41:4,NA,NA,NA,,1349,
GEN 41:5__NA,GEN 41:5,NA,NA,NA,,1350,
GEN 41:6__NA,GEN 41:6,NA,NA,NA,,1351,
GEN 41:7__NA,GEN 41:7,NA,NA,NA,,1352,
GEN 41:8__Egypt_1_1,GEN 41:8,Egypt_1_1,Egypt_1,Egypt,1,1353,
GEN 41:9__NA,GEN 41:9,NA,NA,NA,,1354,
GEN 41:10__NA,GEN 41:10,NA,NA,NA,,1355,
GEN 41:11__NA,GEN 41:11,NA,NA,NA,,1356,
GEN 41:12__NA,GEN 41:12,NA,NA,NA,,1357,
GEN 41:13__NA,GEN 41:13,NA,NA,NA,,1358,
GEN 41:14__NA,GEN 41:14,NA,NA,NA,,1359,
GEN 41:15__NA,GEN 41:15,NA,NA,NA,,1360,
GEN 41:16__NA,GEN 41:16,NA,NA,NA,,1361,
GEN 41:17__Nile_1_2,GEN 41:17,Nile_1_2,Nile_1,Nile,1,1362,
GEN 41:18__Nile_1_2,GEN 41:18,Nile_1_2,Nile_1,Nile,1,1363,
GEN 41:19__Egypt_1_1,GEN 41:19,Egypt_1_1,Egypt_1,Egypt,1,1364,the land of Egypt
GEN 41:20__NA,GEN 41:20,NA,NA,NA,,1365,
GEN 41:21__NA,GEN 41:21,NA,NA,NA,,1366,
GEN 41:22__NA,GEN 41:22,NA,NA,NA,,1367,
GEN 41:23__NA,GEN 41:23,NA,NA,NA,,1368,
GEN 41:24__NA,GEN 41:24,NA,NA,NA,,1369,
GEN 41:25__NA,GEN 41:25,NA,NA,NA,,1370,
GEN 41:26__NA,GEN 41:26,NA,NA,NA,,1371,
GEN 41:27__NA,GEN 41:27,NA,NA,NA,,1372,
GEN 41:28__NA,GEN 41:28,NA,NA,NA,,1373,
GEN 41:29__Egypt_1_1,GEN 41:29,Egypt_1_1,Egypt_1,Egypt,1,1374,the land of Egypt
GEN 41:30__Egypt_1_1,GEN 41:30,Egypt_1_1,Egypt_1,Egypt,1,1375,the land of Egypt
GEN 41:31__NA,GEN 41:31,NA,NA,NA,,1376,
GEN 41:32__NA,GEN 41:32,NA,NA,NA,,1377,
GEN 41:33__Egypt_1_1,GEN 41:33,Egypt_1_1,Egypt_1,Egypt,1,1378,the land of Egypt
GEN 41:34__Egypt_1_1,GEN 41:34,Egypt_1_1,Egypt_1,Egypt,1,1379,the land of Egypt
GEN 41:35__NA,GEN 41:35,NA,NA,NA,,1380,
GEN 41:36__Egypt_1_1,GEN 41:36,Egypt_1_1,Egypt_1,Egypt,1,1381,the land of Egypt
GEN 41:37__NA,GEN 41:37,NA,NA,NA,,1382,
GEN 41:38__NA,GEN 41:38,NA,NA,NA,,1383,
GEN 41:39__NA,GEN 41:39,NA,NA,NA,,1384,
GEN 41:40__NA,GEN 41:40,NA,NA,NA,,1385,
GEN 41:41__Egypt_1_1,GEN 41:41,Egypt_1_1,Egypt_1,Egypt,1,1386,the land of Egypt
GEN 41:42__NA,GEN 41:42,NA,NA,NA,,1387,
GEN 41:43__Egypt_1_1,GEN 41:43,Egypt_1_1,Egypt_1,Egypt,1,1388,the land of Egypt
GEN 41:44__Egypt_1_1,GEN 41:44,Egypt_1_1,Egypt_1,Egypt,1,1389,the land of Egypt
GEN 41:45__On_1_1,GEN 41:45,On_1_1,On_1,On,1,1390,
GEN 41:45__Egypt_1_1,GEN 41:45,Egypt_1_1,Egypt_1,Egypt,1,1391,the land of Egypt
GEN 41:46__Egypt_1_1,GEN 41:46,Egypt_1_1,Egypt_1,Egypt,1,1392,the land of Egypt
GEN 41:47__NA,GEN 41:47,NA,NA,NA,,1393,
GEN 41:48__Egypt_1_1,GEN 41:48,Egypt_1_1,Egypt_1,Egypt,1,1394,the land of Egypt
GEN 41:49__NA,GEN 41:49,NA,NA,NA,,1395,
GEN 41:50__On_1_1,GEN 41:50,On_1_1,On_1,On,1,1396,
GEN 41:51__NA,GEN 41:51,NA,NA,NA,,1397,
GEN 41:52__NA,GEN 41:52,NA,NA,NA,,1398,
GEN 41:53__Egypt_1_1,GEN 41:53,Egypt_1_1,Egypt_1,Egypt,1,1399,the land of Egypt
GEN 41:54__Egypt_1_1,GEN 41:54,Egypt_1_1,Egypt_1,Egypt,1,1400,the land of Egypt
GEN 41:55__Egypt_1_1,GEN 41:55,Egypt_1_1,Egypt_1,Egypt,1,1401,the land of Egypt
GEN 41:56__Egypt_1_1,GEN 41:56,Egypt_1_1,Egypt_1,Egypt,1,1402,the land of Egypt
GEN 41:57__Egypt_1_1,GEN 41:57,Egypt_1_1,Egypt_1,Egypt,1,1403,
GEN 42:1__Egypt_1_1,GEN 42:1,Egypt_1_1,Egypt_1,Egypt,1,1404,
GEN 42:2__Egypt_1_1,GEN 42:2,Egypt_1_1,Egypt_1,Egypt,1,1405,
GEN 42:3__Egypt_1_1,GEN 42:3,Egypt_1_1,Egypt_1,Egypt,1,1406,
GEN 42:4__NA,GEN 42:4,NA,NA,NA,,1407,
GEN 42:5__Canaan_1_1,GEN 42:5,Canaan_1_1,Canaan_1,Canaan,1,1408,the land of Canaan
GEN 42:6__NA,GEN 42:6,NA,NA,NA,,1409,
GEN 42:7__Canaan_1_1,GEN 42:7,Canaan_1_1,Canaan_1,Canaan,1,1410,the land of Canaan
GEN 42:8__NA,GEN 42:8,NA,NA,NA,,1411,
